15:00:22,572 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15)]
15:00:22,572 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,572 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/stacks=stacks, /logLevel=logLevel}
15:00:22,572 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={logLevel=logLevel, stacks=stacks}
15:00:22,573 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + metrics as servlet
15:00:22,573 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (S=metrics,[/metrics]) as servletMapping
15:00:22,573 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
15:00:22,573 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15)]
15:00:22,573 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/metrics=metrics, /stacks=stacks, /logLevel=logLevel}
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={metrics=metrics, logLevel=logLevel, stacks=stacks}
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (F=static_user_filter,[/metrics],[],15) as filterMapping
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15), (F=static_user_filter,[/metrics],[],15)]
15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
